Geography,state,county,tract,GEOID,Total_Households,Total_Population,Median_Household_Income,Uninsured_Rate,Limited_English_Proficiency,No_Vehicle_Rate,No_Internet_Rate,Rent_as_Income_Percentage,latitude,longitude
"Census Tract 1, Jefferson County, Alabama",01,073,000100,01073000100,1034,2546,33375,2.605989887203423,2490,10.444874274661508,7.7369439071566735,48.1,33.57945486072976,-86.72275288744898
"Census Tract 3, Jefferson County, Alabama",01,073,000300,01073000300,530,1398,22419,1.4799154334038054,1269,1.509433962264151,35.84905660377358,51.0,33.542668162800084,-86.75254376015934
"Census Tract 4, Jefferson County, Alabama",01,073,000400,01073000400,934,3161,30833,2.8069093152375078,2876,0.9635974304068522,26.231263383297645,38.2,33.563244792476354,-86.76406432817043
"Census Tract 5, Jefferson County, Alabama",01,073,000500,01073000500,1328,3146,16277,0.0,2697,5.647590361445784,38.93072289156627,43.2,33.544547723447124,-86.77490346500404
"Census Tract 7, Jefferson County, Alabama",01,073,000700,01073000700,852,2096,16864,0.0,1872,1.4084507042253522,39.08450704225352,51.0,33.552445691873814,-86.8019007663277
"Census Tract 8, Jefferson County, Alabama",01,073,000800,01073000800,1436,3124,26643,0.0,3025,3.064066852367688,44.84679665738162,41.9,33.549380607828724,-86.83607823710187
"Census Tract 11, Jefferson County, Alabama",01,073,001100,01073001100,1840,5489,49242,0.5715339233038348,5169,2.9347826086956523,10.978260869565219,28.1,33.54264469861542,-86.8799509479521
"Census Tract 12, Jefferson County, Alabama",01,073,001200,01073001200,1241,2471,36397,0.0,2433,6.929895245769541,33.68251410153103,26.7,33.527876805438446,-86.86038220782305
"Census Tract 14, Jefferson County, Alabama",01,073,001400,01073001400,842,1913,36455,0.0,1846,6.413301662707839,29.216152019002372,27.6,33.52611477498275,-86.83527654087248
"Census Tract 15, Jefferson County, Alabama",01,073,001500,01073001500,1097,2558,27216,0.6987577639751553,2494,7.292616226071102,36.73655423883318,40.9,33.52990949862096,-86.81967510094584
"Census Tract 16, Jefferson County, Alabama",01,073,001600,01073001600,1123,3077,22155,0.4872563718140929,2943,9.349955476402494,50.044523597506675,48.1,33.53735192102922,-86.80358680453556
"Census Tract 19.02, Jefferson County, Alabama",01,073,001902,01073001902,712,1750,25000,1.0250569476082005,1614,0.7022471910112359,31.88202247191011,39.4,33.5531778663529,-86.74297530067625
"Census Tract 20, Jefferson County, Alabama",01,073,002000,01073002000,1384,3938,21087,1.900658895083629,3702,2.0953757225433525,37.21098265895954,36.3,33.5529444006831,-86.7153329631686
"Census Tract 21, Jefferson County, Alabama",01,073,002100,01073002100,1097,2339,26394,3.5861500412201153,2196,3.1905195989061075,22.333637192342753,33.6,33.56495783752619,-86.71009800245201
"Census Tract 22, Jefferson County, Alabama",01,073,002200,01073002200,893,2606,29663,0.0,2455,3.6954087346024638,15.11758118701008,49.1,33.55224150021525,-86.72787629825842
"Census Tract 23.03, Jefferson County, Alabama",01,073,002303,01073002303,1094,2941,21667,1.671681711802073,2359,1.0054844606946984,21.389396709323584,33.6,33.53838086780477,-86.72697110955454
"Census Tract 23.05, Jefferson County, Alabama",01,073,002305,01073002305,1294,2988,69777,0.8955223880597015,2747,1.0819165378670788,5.255023183925812,27.4,33.53339499454473,-86.74774731577907
"Census Tract 23.06, Jefferson County, Alabama",01,073,002306,01073002306,1836,4091,95294,0.3416300634455832,3930,0.3812636165577342,3.104575163398693,24.9,33.52130509892657,-86.74908911951596
"Census Tract 29, Jefferson County, Alabama",01,073,002900,01073002900,882,1709,20203,0.0,1584,1.1337868480725624,42.06349206349206,30.7,33.513340107014606,-86.83012743588793
"Census Tract 30.01, Jefferson County, Alabama",01,073,003001,01073003001,798,3487,37266,0.7589025102159953,3331,4.010025062656641,38.471177944862156,45.0,33.51245660095297,-86.85774567316194
"Census Tract 30.02, Jefferson County, Alabama",01,073,003002,01073003002,1079,2363,29476,2.2746071133167907,2181,10.936051899907321,30.120481927710845,32.1,33.512251127981024,-86.84417343633898
"Census Tract 31, Jefferson County, Alabama",01,073,003100,01073003100,1444,3704,27449,0.0,3566,7.063711911357341,22.437673130193904,41.4,33.505981248708245,-86.87452537016696
"Census Tract 32, Jefferson County, Alabama",01,073,003200,01073003200,472,1002,30121,2.7184466019417477,873,5.296610169491525,23.093220338983052,29.1,33.509308764404274,-86.88583074567362
"Census Tract 33, Jefferson County, Alabama",01,073,003300,01073003300,518,2143,39531,0.0,2110,2.5096525096525095,29.53667953667954,51.0,33.51712238220247,-86.89123616155344
"Census Tract 34, Jefferson County, Alabama",01,073,003400,01073003400,899,2029,29821,2.311025517573423,1935,1.1123470522803114,15.127919911012237,46.1,33.505260878183925,-86.9015126788716
"Census Tract 35, Jefferson County, Alabama",01,073,003500,01073003500,827,2403,38173,3.143893591293833,2327,7.134220072551391,34.7037484885127,29.9,33.50542224083121,-86.92437655911989
"Census Tract 36, Jefferson County, Alabama",01,073,003600,01073003600,1883,4201,42443,0.0,4114,0.9028146574614976,12.426978226234732,28.1,33.48469186406844,-86.89821610179563
"Census Tract 37, Jefferson County, Alabama",01,073,003700,01073003700,1533,4159,26455,1.0939357907253269,4083,5.348988910632746,23.026744944553162,34.8,33.49693679915532,-86.89074865424625
"Census Tract 38.02, Jefferson County, Alabama",01,073,003802,01073003802,1802,5268,39036,0.0,4877,7.380688124306327,20.36625971143174,30.5,33.47863599596858,-86.88993786226142
"Census Tract 38.03, Jefferson County, Alabama",01,073,003803,01073003803,1513,3428,38071,0.0,3333,0.5287508261731658,7.997356245869135,40.0,33.4858979320146,-86.8697853727679
"Census Tract 39, Jefferson County, Alabama",01,073,003900,01073003900,499,1128,33750,1.8276762402088773,1055,7.214428857715431,18.03607214428858,24.5,33.499060820432604,-86.8646033755164
"Census Tract 40, Jefferson County, Alabama",01,073,004000,01073004000,1318,2476,18308,2.1040095275903137,2414,1.2139605462822458,38.61911987860395,28.7,33.49528551689802,-86.85160697519085
"Census Tract 42, Jefferson County, Alabama",01,073,004200,01073004200,889,1432,32550,0.0,1409,6.749156355455568,39.932508436445445,31.7,33.500744314366976,-86.82713535050496
"Census Tract 47.01, Jefferson County, Alabama",01,073,004701,01073004701,2096,3276,47581,1.6134036611852314,3121,4.437022900763359,3.4828244274809164,26.8,33.50754672507073,-86.78371328596769
"Census Tract 47.02, Jefferson County, Alabama",01,073,004702,01073004702,1639,3116,89236,0.0,2972,0.4270896888346553,1.2202562538133008,26.4,33.51210750649117,-86.76948186258942
"Census Tract 48, Jefferson County, Alabama",01,073,004800,01073004800,1188,1879,97727,0.0,1855,0.0,6.481481481481481,25.2,33.49896877550463,-86.78255942298512
"Census Tract 49.01, Jefferson County, Alabama",01,073,004901,01073004901,670,890,35435,0.44742729306487694,873,0.5970149253731344,9.104477611940299,27.7,33.497133625458225,-86.79176315460992
"Census Tract 49.02, Jefferson County, Alabama",01,073,004902,01073004902,1901,3194,38050,0.0,3141,0.3682272488164124,6.417674907943188,26.4,33.49357797902713,-86.80109115033255
"Census Tract 50, Jefferson County, Alabama",01,073,005000,01073005000,1633,3392,49922,0.0,3224,1.5309246785058175,4.5927740355174524,31.8,33.48672136771411,-86.81727223877346
"Census Tract 51.01, Jefferson County, Alabama",01,073,005101,01073005101,287,869,14089,0.0,744,2.4390243902439024,10.452961672473867,44.3,33.49459191620967,-86.83476063714012
"Census Tract 51.03, Jefferson County, Alabama",01,073,005103,01073005103,1322,3458,40699,0.5178365937859608,3160,2.723146747352496,16.414523449319212,33.0,33.48572559030823,-86.8327431246283
"Census Tract 51.04, Jefferson County, Alabama",01,073,005104,01073005104,1367,2487,37995,0.8156606851549755,2450,0.6583760058522311,6.437454279444038,30.7,33.4725375789068,-86.83465668023744
"Census Tract 52, Jefferson County, Alabama",01,073,005200,01073005200,1462,4103,32625,0.0,3758,4.240766073871409,19.220246238030096,38.4,33.48063412848021,-86.85089559463185
"Census Tract 53.02, Jefferson County, Alabama",01,073,005302,01073005302,1461,3715,67996,1.1705240755520085,3581,0.6844626967830253,6.981519507186857,22.1,33.57663235786138,-86.69649838647064
"Census Tract 55, Jefferson County, Alabama",01,073,005500,01073005500,700,1633,26436,0.0,1533,5.428571428571429,29.142857142857142,32.1,33.57086951273806,-86.80045738376003
"Census Tract 56, Jefferson County, Alabama",01,073,005600,01073005600,2140,4161,64825,0.0,4016,0.5607476635514018,3.691588785046729,17.4,33.52039024373088,-86.72661558202107
"Census Tract 57.01, Jefferson County, Alabama",01,073,005701,01073005701,836,1933,40000,0.0,1845,13.75598086124402,26.674641148325357,38.7,33.46269355155218,-86.89021343391207
"Census Tract 57.02, Jefferson County, Alabama",01,073,005702,01073005702,1330,2859,28297,3.0518819938962363,2746,5.112781954887218,30.451127819548873,46.1,33.46985920473238,-86.87430806999166
"Census Tract 58, Jefferson County, Alabama",01,073,005800,01073005800,1992,3670,41397,0.6227998916869754,3454,0.0,4.417670682730924,29.0,33.47760332936666,-86.8148340690126
"Census Tract 59.03, Jefferson County, Alabama",01,073,005903,01073005903,1930,5323,62027,0.0,5029,2.2797927461139897,11.243523316062177,26.8,33.597491389231585,-86.67603577804226
"Census Tract 59.05, Jefferson County, Alabama",01,073,005905,01073005905,1948,6816,50865,0.5399095286735737,6399,2.5667351129363447,13.193018480492814,26.6,33.604551577071646,-86.70065118385693
"Census Tract 59.07, Jefferson County, Alabama",01,073,005907,01073005907,864,2901,51912,0.5485087418580734,2861,0.5787037037037037,3.4722222222222223,51.0,33.614632248819625,-86.66895108602701
"Census Tract 59.08, Jefferson County, Alabama",01,073,005908,01073005908,1366,3220,35714,0.8620689655172413,3035,0.5856515373352855,15.300146412884333,34.7,33.62223415622229,-86.6789421131204
"Census Tract 59.09, Jefferson County, Alabama",01,073,005909,01073005909,786,2085,53700,0.33653846153846156,1933,0.2544529262086514,7.251908396946565,28.6,33.61196448475531,-86.72081526079164
"Census Tract 59.10, Jefferson County, Alabama",01,073,005910,01073005910,2185,5563,52298,1.7311429076134959,5248,11.762013729977117,5.308924485125858,40.4,33.62951246014295,-86.71797098449674
"Census Tract 105, Jefferson County, Alabama",01,073,010500,01073010500,511,1187,33641,2.7846027846027845,1128,16.634050880626223,12.13307240704501,14.7,33.42955559966259,-86.91797201989311
"Census Tract 107.01, Jefferson County, Alabama",01,073,010701,01073010701,573,1541,71875,1.475304682488775,1336,2.7923211169284468,8.726003490401396,30.2,33.47760246997581,-86.80822050055191
"Census Tract 107.06, Jefferson County, Alabama",01,073,010706,01073010706,1976,4489,69726,2.051058258782457,4168,0.0,2.0242914979757085,29.3,33.45040085114441,-86.83405359283651
"Census Tract 108.01, Jefferson County, Alabama",01,073,010801,01073010801,3108,7540,117153,1.7601043024771839,6669,0.8687258687258688,1.5444015444015444,22.5,33.50099060991648,-86.76019665336301
"Census Tract 108.03, Jefferson County, Alabama",01,073,010803,01073010803,2774,6679,87451,0.5657287479529551,6558,0.6128334534967556,8.615717375630858,28.3,33.51384635157024,-86.71471501228947
"Census Tract 112.07, Jefferson County, Alabama",01,073,011207,01073011207,1760,5080,47690,2.5513140226357183,4904,1.3068181818181817,11.25,32.1,33.66400013624397,-86.67327109030686
"Census Tract 112.09, Jefferson County, Alabama",01,073,011209,01073011209,1025,2746,37917,4.520166898470097,2479,1.951219512195122,5.951219512195122,25.6,33.6552593206823,-86.69963308611602
"Census Tract 112.10, Jefferson County, Alabama",01,073,011210,01073011210,1386,3266,38415,3.5440047253396343,3141,0.0,11.03896103896104,51.0,33.668908340605356,-86.70415805313641
"Census Tract 118.03, Jefferson County, Alabama",01,073,011803,01073011803,1551,4155,39101,1.2595057034220531,3657,3.4171502256608637,9.671179883945841,45.8,33.62910485727449,-86.69502312485798
"Census Tract 118.04, Jefferson County, Alabama",01,073,011804,01073011804,1114,2967,38319,1.13295568143952,2724,1.8850987432675044,14.452423698384202,32.3,33.64532292965769,-86.69582057896545
"Census Tract 119.04, Jefferson County, Alabama",01,073,011904,01073011904,877,2274,49712,0.0,2144,4.789053591790194,28.506271379703534,31.3,33.593009174232726,-86.74195585146265
"Census Tract 120.01, Jefferson County, Alabama",01,073,012001,01073012001,1649,4002,65281,0.2048131080389145,3891,8.368708308065493,17.101273499090357,23.9,33.59851043781885,-86.87907862587724
"Census Tract 123.02, Jefferson County, Alabama",01,073,012302,01073012302,1405,4506,76875,0.44189129474149363,4323,6.903914590747331,10.0355871886121,17.6,33.5394817245979,-87.06416642854258
"Census Tract 124.01, Jefferson County, Alabama",01,073,012401,01073012401,1355,3328,66382,0.9818506396905683,3232,0.0,13.579335793357933,42.2,33.56450831429625,-86.88525874099403
"Census Tract 124.02, Jefferson County, Alabama",01,073,012402,01073012402,1182,2660,39539,1.0416666666666665,2422,8.544839255499154,14.04399323181049,40.2,33.5609231724056,-86.91337000847983
"Census Tract 125, Jefferson County, Alabama",01,073,012500,01073012500,1535,4422,46444,1.0986547085201794,4013,1.6286644951140066,18.697068403908794,29.1,33.537488558489436,-86.95174429029551
"Census Tract 126.02, Jefferson County, Alabama",01,073,012602,01073012602,1385,3078,39656,0.0,2694,0.8664259927797834,19.71119133574007,32.3,33.56563446674305,-86.67266782618722
"Census Tract 127.03, Jefferson County, Alabama",01,073,012703,01073012703,2679,6668,151827,0.1510574018126888,6180,0.0,3.135498320268757,22.7,33.47460590290229,-86.67696643336019
"Census Tract 127.04, Jefferson County, Alabama",01,073,012704,01073012704,906,2668,93472,0.0,2545,3.4216335540838854,8.609271523178808,14.4,33.508901364652246,-86.60944352153052
"Census Tract 129.07, Jefferson County, Alabama",01,073,012907,01073012907,1977,4738,64859,0.7748691099476439,4331,1.6186140617096612,5.665149215983814,36.2,33.399714337195924,-86.77022060748092
"Census Tract 129.08, Jefferson County, Alabama",01,073,012908,01073012908,1996,5007,41863,1.0682492581602374,4703,0.0,10.821643286573146,34.5,33.39833676095914,-86.79807463642233
"Census Tract 129.10, Jefferson County, Alabama",01,073,012910,01073012910,2177,4176,81131,0.0,3837,1.148369315571888,2.8938906752411575,22.8,33.42636338608973,-86.73237521628201
"Census Tract 129.13, Jefferson County, Alabama",01,073,012913,01073012913,1906,5534,56316,1.2426900584795322,4960,0.0,2.7806925498426023,29.2,33.37446463067983,-86.78972737754613
"Census Tract 130.02, Jefferson County, Alabama",01,073,013002,01073013002,854,1832,24814,1.4092140921409213,1699,3.0444964871194378,21.54566744730679,32.9,33.46603782189237,-86.85664942702716
"Census Tract 131, Jefferson County, Alabama",01,073,013100,01073013100,1489,3860,28670,0.9494482935591482,3546,3.895231699126931,25.117528542646074,44.2,33.44809174972212,-86.88922851918933
"Census Tract 133, Jefferson County, Alabama",01,073,013300,01073013300,1230,3171,38750,1.427644386761843,3103,1.4634146341463417,22.35772357723577,31.3,33.436661037662965,-86.92920583341305
"Census Tract 139.01, Jefferson County, Alabama",01,073,013901,01073013901,556,1405,52206,0.36791758646063283,1327,0.0,16.906474820143885,27.9,33.47534092368664,-86.94810973042247
"Census Tract 144.04, Jefferson County, Alabama",01,073,014404,01073014404,2567,6600,84890,1.199760047990402,6135,1.4803272302298403,2.454226723802104,27.6,33.43282612401145,-86.82132171981398
"Census Tract 144.05, Jefferson County, Alabama",01,073,014405,01073014405,1765,4482,68083,0.7528786536758193,4160,0.7365439093484419,2.2096317280453257,27.8,33.421709222232174,-86.82748417095553
"Census Tract 144.06, Jefferson County, Alabama",01,073,014406,01073014406,2247,6070,122154,0.0,5761,0.0,2.7592345349354694,19.3,33.40348747766828,-86.8302744918772
"Census Tract 144.08, Jefferson County, Alabama",01,073,014408,01073014408,1687,3779,55442,0.40010669511869834,3274,2.5489033787788973,5.216360403082395,29.5,33.37140301587967,-86.81103424120025
"Census Tract 144.09, Jefferson County, Alabama",01,073,014409,01073014409,1212,2980,93333,0.0,2866,0.0,7.343234323432343,31.0,33.39403951513037,-86.81444686411054
"Census Tract 144.10, Jefferson County, Alabama",01,073,014410,01073014410,1968,4892,113444,1.1117849201536285,4554,0.0,0.35569105691056907,19.9,33.35007461930306,-86.84407618677633
"Census Tract 144.12, Jefferson County, Alabama",01,073,014412,01073014412,1714,4625,114435,0.2157497303128371,4158,1.1668611435239207,3.5589264877479576,21.8,33.40199043719231,-86.850364778027
"Census Tract 3.01, Madison County, Alabama",01,089,000301,01089000301,1543,4160,35435,2.828424497428705,3839,3.4996759559300066,14.58198314970836,36.8,34.78303725047038,-86.58984269944256
"Census Tract 3.02, Madison County, Alabama",01,089,000302,01089000302,1592,4322,31996,0.666513445185015,3904,0.8165829145728644,21.733668341708544,51.0,34.78232137413352,-86.6077042568902
"Census Tract 4.03, Madison County, Alabama",01,089,000403,01089000403,2058,5147,53561,2.092448164352292,4863,2.7210884353741496,16.132167152575317,31.4,34.8055986715836,-86.61919377490797
"Census Tract 5.01, Madison County, Alabama",01,089,000501,01089000501,742,2466,46842,0.040584415584415584,2291,0.40431266846361186,8.62533692722372,24.1,34.775226850918266,-86.6353379564099
"Census Tract 5.02, Madison County, Alabama",01,089,000502,01089000502,854,2365,53188,0.0,2163,1.053864168618267,16.276346604215455,28.6,34.767927824256795,-86.63470980874814
"Census Tract 5.03, Madison County, Alabama",01,089,000503,01089000503,767,1856,36831,0.0,1799,4.172099087353325,15.123859191655804,42.7,34.762891176251,-86.6284862728129
"Census Tract 6.01, Madison County, Alabama",01,089,000601,01089000601,545,1371,52946,0.0,1338,1.2844036697247707,9.174311926605505,38.9,34.75385278327917,-86.63449249539039
"Census Tract 6.02, Madison County, Alabama",01,089,000602,01089000602,730,1977,38824,0.0,1926,2.328767123287671,15.753424657534246,51.0,34.75470305303022,-86.6194323029688
"Census Tract 7.01, Madison County, Alabama",01,089,000701,01089000701,1152,2617,30806,0.9462528387585163,2302,1.215277777777778,9.027777777777777,36.5,34.767208144277845,-86.60221490149249
"Census Tract 7.02, Madison County, Alabama",01,089,000702,01089000702,1292,2682,35349,0.0,2670,0.7739938080495357,22.8328173374613,31.5,34.75440945293518,-86.60285652246506
"Census Tract 9.01, Madison County, Alabama",01,089,000901,01089000901,2002,4517,73884,0.0,4320,5.844155844155844,11.738261738261738,26.7,34.76013819282204,-86.54613047771701
"Census Tract 9.02, Madison County, Alabama",01,089,000902,01089000902,1299,2596,67288,1.4800759013282732,2575,0.0,3.3102386451116246,21.2,34.745063098776654,-86.55370806138009
"Census Tract 10, Madison County, Alabama",01,089,001000,01089001000,1700,2935,66750,0.777552400270453,2862,2.0588235294117645,7.235294117647059,21.6,34.742206816086856,-86.57315278625148
"Census Tract 12, Madison County, Alabama",01,089,001200,01089001200,1387,2919,18266,1.2182741116751268,2477,1.7303532804614274,24.87382840663302,46.4,34.733755477494434,-86.60534809002739
"Census Tract 13.01, Madison County, Alabama",01,089,001301,01089001301,1888,3454,25769,0.0,3351,0.0,25.10593220338983,36.9,34.74158816239578,-86.63768475040065
"Census Tract 13.02, Madison County, Alabama",01,089,001302,01089001302,1103,2389,39144,0.37531276063386154,2230,0.3626473254759746,10.516772438803264,30.1,34.74359321498754,-86.62107331201672
"Census Tract 14.01, Madison County, Alabama",01,089,001401,01089001401,1194,2553,93281,1.4313346228239845,2319,1.0050251256281406,4.690117252931323,21.2,34.74173891094436,-86.70348767194615
"Census Tract 15, Madison County, Alabama",01,089,001500,01089001500,1764,5368,41184,1.305387019672734,5285,1.7006802721088436,2.7777777777777777,25.0,34.72758213388053,-86.62867451165359
"Census Tract 17, Madison County, Alabama",01,089,001700,01089001700,863,1948,130855,0.0,1773,0.6952491309385863,1.3904982618771726,22.9,34.72746647731155,-86.56735117598001
"Census Tract 18.01, Madison County, Alabama",01,089,001801,01089001801,1534,3682,112308,0.9948910997579994,3454,0.0,3.3246414602346808,18.3,34.731891332278956,-86.54105717530346
"Census Tract 19.01, Madison County, Alabama",01,089,001901,01089001901,1556,3494,111544,0.7231703789412786,3276,0.5784061696658097,12.532133676092544,27.9,34.7096151706355,-86.55092144621406
"Census Tract 19.02, Madison County, Alabama",01,089,001902,01089001902,979,2031,104688,3.719599427753934,2005,0.0,3.268641470888662,29.0,34.683021895073445,-86.53356476170202
"Census Tract 20, Madison County, Alabama",01,089,002000,01089002000,1030,2127,91786,0.0,1801,0.48543689320388345,5.339805825242718,22.3,34.71195313415721,-86.58267767587142
"Census Tract 21, Madison County, Alabama",01,089,002100,01089002100,1376,3074,21755,0.3565640194489465,2551,1.1627906976744187,10.755813953488373,31.9,34.71779866360881,-86.60613760597673
"Census Tract 22, Madison County, Alabama",01,089,002200,01089002200,822,1833,32542,0.0,1781,2.67639902676399,9.975669099756692,29.2,34.716548303871086,-86.62987149680511
"Census Tract 23, Madison County, Alabama",01,089,002300,01089002300,2457,4912,31114,0.34489754514100224,4707,3.785103785103785,15.0997150997151,36.5,34.70550025652474,-86.61824790723348
"Census Tract 24, Madison County, Alabama",01,089,002400,01089002400,2046,4100,29139,0.5819592628516004,3571,3.4213098729227758,9.970674486803519,26.6,34.690897009222454,-86.61864620729018
"Census Tract 25.01, Madison County, Alabama",01,089,002501,01089002501,1564,2837,23022,3.053173241852487,2585,0.639386189258312,9.335038363171355,31.4,34.6997501096071,-86.59718044443373
"Census Tract 25.02, Madison County, Alabama",01,089,002502,01089002502,1411,3288,33832,0.0,3160,0.0,3.8979447200566972,26.1,34.680311646954,-86.59511424735936
"Census Tract 26, Madison County, Alabama",01,089,002600,01089002600,2110,3898,62682,1.4836022904737116,3700,0.0,7.535545023696683,22.3,34.69152672182092,-86.57508300771734
"Census Tract 27.01, Madison County, Alabama",01,089,002701,01089002701,1504,2755,58629,0.0,2669,0.7978723404255319,6.914893617021277,29.1,34.66140805581907,-86.56319820539976
"Census Tract 27.21, Madison County, Alabama",01,089,002721,01089002721,1872,4518,85333,1.6114982578397212,4283,1.2286324786324787,5.662393162393163,32.1,34.659016294184966,-86.5478089401662
"Census Tract 27.22, Madison County, Alabama",01,089,002722,01089002722,1268,2936,115648,0.0,2757,0.0,5.757097791798108,22.6,34.65514167416027,-86.52786453291243
"Census Tract 28.01, Madison County, Alabama",01,089,002801,01089002801,2626,5186,50862,0.0,5027,0.0,7.34958111195735,30.1,34.65304726114892,-86.58398563039225
"Census Tract 29.11, Madison County, Alabama",01,089,002911,01089002911,1824,4297,76833,1.3091410197519522,3978,1.2609649122807016,2.631578947368421,29.9,34.63657083635714,-86.55263603692323
"Census Tract 29.12, Madison County, Alabama",01,089,002912,01089002912,969,2298,105677,0.0,2181,0.5159958720330238,3.508771929824561,19.1,34.63511190661706,-86.52717879171472
"Census Tract 29.22, Madison County, Alabama",01,089,002922,01089002922,1592,3782,99091,0.39504872267579666,3603,0.4396984924623116,1.6959798994974875,18.3,34.612702868280564,-86.53292381933554
"Census Tract 30, Madison County, Alabama",01,089,003000,01089003000,1162,3042,25313,0.8934707903780068,2595,1.549053356282272,27.796901893287433,32.3,34.75075839377511,-86.58788489612706
"Census Tract 31, Madison County, Alabama",01,089,003100,01089003100,1590,5859,69500,0.0,5812,0.7547169811320755,20.69182389937107,26.4,34.72993055711056,-86.58594914503105
"Census Tract 105.02, Madison County, Alabama",01,089,010502,01089010502,1326,4243,91458,0.0,4059,2.0361990950226243,6.108597285067873,28.7,34.85167390735053,-86.68343727851779
"Census Tract 106.12, Madison County, Alabama",01,089,010612,01089010612,2772,6601,76117,0.0,6239,0.0,6.673881673881674,28.1,34.76197829117003,-86.75375476541203
"Census Tract 106.23, Madison County, Alabama",01,089,010623,01089010623,2741,8124,112288,0.1850709438618137,7645,0.9850419554906968,1.8606348048157608,13.0,34.79030766301747,-86.7315519470711
"Census Tract 2, Mobile County, Alabama",01,097,000200,01097000200,697,1151,37663,1.6037735849056605,1151,0.5738880918220948,34.720229555236735,26.4,30.690949072126003,-88.04776895531646
"Census Tract 4.01, Mobile County, Alabama",01,097,000401,01097000401,521,1432,47604,0.0,1327,2.495201535508637,24.95201535508637,34.1,30.69908921751001,-88.0588814244541
"Census Tract 4.02, Mobile County, Alabama",01,097,000402,01097000402,358,682,17348,0.0,572,0.0,31.28491620111732,32.6,30.70432970936608,-88.05210368144823
"Census Tract 5, Mobile County, Alabama",01,097,000500,01097000500,520,1513,19630,1.0464355788096795,1484,10.192307692307692,36.34615384615385,37.3,30.70556164328612,-88.06636454498151
"Census Tract 6, Mobile County, Alabama",01,097,000600,01097000600,508,1522,32870,1.8815331010452963,1432,4.133858267716536,26.77165354330709,31.0,30.712105151916777,-88.07594643590149
"Census Tract 7.01, Mobile County, Alabama",01,097,000701,01097000701,671,1760,33393,0.22675736961451248,1726,2.682563338301043,45.603576751117735,51.0,30.712933817878596,-88.08616773402707
"Census Tract 7.02, Mobile County, Alabama",01,097,000702,01097000702,990,2475,37065,0.3221908981071285,2309,7.07070707070707,45.95959595959596,44.8,30.72121891674662,-88.09383609011473
"Census Tract 9.01, Mobile County, Alabama",01,097,000901,01097000901,639,1469,48897,1.01763907734057,1281,2.0344287949921753,12.206572769953052,32.6,30.691985043495475,-88.07384645825424
"Census Tract 9.02, Mobile County, Alabama",01,097,000902,01097000902,820,1786,67381,0.0,1690,1.8292682926829267,7.926829268292683,28.8,30.683405076871885,-88.07439706660016
"Census Tract 9.03, Mobile County, Alabama",01,097,000903,01097000903,582,1603,47727,0.24891101431238333,1536,2.5773195876288657,11.683848797250858,30.3,30.67739064426822,-88.07349001593256
"Census Tract 10.01, Mobile County, Alabama",01,097,001001,01097001001,764,1537,47396,0.0,1469,2.486910994764398,21.858638743455497,28.7,30.686793154144436,-88.06015535588621
"Census Tract 10.02, Mobile County, Alabama",01,097,001002,01097001002,718,1513,53500,0.0,1499,1.532033426183844,13.788300835654596,26.4,30.67789682654697,-88.0607521398579
"Census Tract 11, Mobile County, Alabama",01,097,001100,01097001100,1077,2342,31503,0.0,2204,8.170844939647168,40.947075208913645,30.9,30.67788373344992,-88.04897898934338
"Census Tract 12, Mobile County, Alabama",01,097,001200,01097001200,549,2600,22125,0.7751937984496124,2554,0.0,56.64845173041895,29.4,30.705104685622345,-88.03399783744479
"Census Tract 13.02, Mobile County, Alabama",01,097,001302,01097001302,1011,2650,23860,0.0,2463,1.9782393669634024,42.0375865479723,51.0,30.666859349428652,-88.06339851534955
"Census Tract 14, Mobile County, Alabama",01,097,001400,01097001400,652,1762,35294,0.0,1746,1.8404907975460123,43.558282208588956,51.0,30.66820359131759,-88.0769595233081
"Census Tract 15.01, Mobile County, Alabama",01,097,001501,01097001501,592,1316,18598,0.0,1268,1.8581081081081081,42.736486486486484,46.9,30.655225619622602,-88.07765210665029
"Census Tract 15.02, Mobile County, Alabama",01,097,001502,01097001502,413,1242,16440,0.0,989,2.663438256658596,58.595641646489106,30.0,30.656866210105058,-88.06886328636632
"Census Tract 18, Mobile County, Alabama",01,097,001800,01097001800,965,2401,43289,0.0,2319,4.66321243523316,33.26424870466321,40.1,30.593456412232968,-88.07188627908538
"Census Tract 19.01, Mobile County, Alabama",01,097,001901,01097001901,755,1915,52083,0.0,1844,0.0,24.635761589403973,18.8,30.586224773439593,-88.09177446832115
"Census Tract 19.02, Mobile County, Alabama",01,097,001902,01097001902,1426,3640,48734,0.0,3342,0.7012622720897616,22.019635343618514,37.8,30.602652384507074,-88.09892842431194
"Census Tract 20, Mobile County, Alabama",01,097,002000,01097002000,687,1755,105781,0.5688282138794084,1710,4.657933042212519,13.682678311499272,37.0,30.614917615186783,-88.11667027739642
"Census Tract 21, Mobile County, Alabama",01,097,002100,01097002100,1405,4187,35899,1.0866997401370186,3799,0.498220640569395,31.743772241992886,31.9,30.644250252036166,-88.11175778297608
"Census Tract 22, Mobile County, Alabama",01,097,002200,01097002200,915,2895,40152,1.680672268907563,2843,0.7650273224043715,27.322404371584703,41.0,30.650175864542376,-88.10012575121125
"Census Tract 23.01, Mobile County, Alabama",01,097,002301,01097002301,775,2364,36493,0.25316455696202533,2151,0.0,41.80645161290323,31.6,30.649609265671796,-88.09230156342971
