GEOID,StateAbbr,PlaceName,ARTHRITIS_CrudePrev,BINGE_CrudePrev,CANCER_CrudePrev,CASTHMA_CrudePrev,CHD_CrudePrev,CHECKUP_CrudePrev,CHOLSCREEN_CrudePrev,COLON_SCREEN_CrudePrev,PAPTEST_CrudePrev
1073000100,AL,Birmingham,31.2,10.3,5.3,13.4,7.8,74.8,78.6,56.8,85.0
1073000300,AL,Birmingham,30.5,10.5,4.7,12.5,8.6,72.1,76.0,53.8,83.8
1073000400,AL,Birmingham,31.5,10.4,5.3,13.3,7.5,76.6,80.2,59.7,84.6
1073000500,AL,Birmingham,35.0,9.1,6.0,13.6,9.6,78.2,80.5,57.9,84.3
1073000700,AL,Birmingham,36.3,7.6,5.9,14.7,11.4,78.1,77.4,53.2,84.5
1073000800,AL,Birmingham,37.5,8.6,6.9,13.4,10.6,79.7,83.0,62.9,84.8
1073001100,AL,Birmingham,32.5,9.9,6.5,12.4,7.3,79.9,85.3,68.8,86.2
1073001200,AL,Birmingham,33.7,10.2,6.5,12.0,8.6,78.4,83.4,64.6,85.4
1073001400,AL,Birmingham,34.5,9.6,7.0,11.9,9.0,79.5,84.7,65.7,85.8
1073001500,AL,Birmingham,33.2,9.8,5.6,13.2,9.2,77.0,80.2,56.8,84.4
1073001600,AL,Birmingham,36.5,9.0,6.7,13.7,10.1,77.9,81.8,59.3,84.1
1073001902,AL,Birmingham,33.1,9.7,5.2,13.8,8.7,76.3,79.1,56.5,84.3
1073002000,AL,Birmingham,35.0,9.2,6.0,13.9,9.0,76.0,79.9,56.7,84.0
1073002100,AL,Birmingham,31.2,10.6,5.6,13.1,7.3,75.7,80.5,59.9,85.5
1073002200,AL,Birmingham,30.9,10.5,5.3,13.1,7.1,77.3,80.9,62.0,84.8
1073002303,AL,Birmingham,31.6,9.3,5.0,14.3,8.2,76.1,77.2,56.9,84.8
1073002305,AL,Birmingham,22.3,16.5,5.1,10.1,4.0,68.6,81.3,71.4,86.7
1073002306,AL,Birmingham,26.0,15.8,7.2,9.1,5.4,70.5,83.9,74.5,85.7
1073002900,AL,Birmingham,36.6,8.7,6.3,13.5,10.1,79.4,82.4,57.0,84.3
1073003001,AL,Birmingham,24.2,13.9,4.5,12.5,6.1,71.1,71.3,66.9,82.0
1073003002,AL,Birmingham,38.4,7.8,6.8,13.9,11.0,79.8,82.1,58.6,85.0
1073003100,AL,Birmingham,32.9,9.8,5.4,13.3,8.4,77.4,80.9,62.4,85.4
1073003200,AL,Birmingham,36.9,8.0,6.0,14.4,11.1,78.2,79.4,52.9,85.3
1073003300,AL,Birmingham,36.0,9.2,6.8,12.9,9.7,80.1,84.3,63.0,85.4
1073003400,AL,Birmingham,34.0,9.3,5.5,13.8,8.9,77.3,80.3,56.7,84.9
1073003500,AL,Birmingham,29.3,11.4,5.4,12.6,6.5,76.9,81.7,62.8,85.6
1073003600,AL,Birmingham,32.9,10.0,6.3,12.8,7.5,79.4,83.9,66.7,86.1
1073003700,AL,Birmingham,31.5,9.7,4.9,13.6,7.8,76.6,79.3,58.4,85.6
1073003802,AL,Birmingham,32.8,9.6,5.4,13.7,7.7,77.5,81.2,62.8,85.8
1073003803,AL,Birmingham,33.9,9.7,6.0,13.3,8.0,78.9,83.3,64.3,85.8
1073003900,AL,Birmingham,29.7,10.5,4.8,13.5,7.3,75.5,78.4,55.9,84.7
1073004000,AL,Birmingham,35.4,9.1,6.1,13.8,9.4,78.4,81.3,59.7,84.8
1073004200,AL,Birmingham,36.1,9.0,6.0,13.6,10.3,77.9,81.2,60.1,85.2
1073004701,AL,Birmingham,21.9,17.3,6.3,8.9,4.8,67.6,79.9,73.7,85.4
1073004702,AL,Birmingham,26.3,15.8,7.4,8.8,5.4,69.6,84.6,74.5,85.9
1073004800,AL,Birmingham,28.3,14.8,8.1,8.9,6.1,70.7,84.3,73.7,84.5
1073004901,AL,Birmingham,22.1,17.1,5.5,9.3,5.1,66.2,77.4,71.6,84.1
1073004902,AL,Birmingham,17.6,16.8,3.6,9.7,3.7,64.5,73.6,63.9,84.3
1073005000,AL,Birmingham,18.6,16.5,4.1,9.4,4.2,64.9,74.4,64.5,83.3
1073005101,AL,Birmingham,34.8,8.2,5.2,15.0,10.1,77.3,77.2,53.0,84.6
1073005103,AL,Birmingham,38.3,8.1,8.3,12.4,10.1,82.3,86.9,68.5,86.3
1073005104,AL,Birmingham,17.4,14.8,2.9,11.7,3.4,69.2,73.2,60.8,85.0
1073005200,AL,Birmingham,36.3,8.8,6.7,13.0,9.2,80.6,84.3,67.3,85.6
1073005302,AL,Birmingham,31.7,12.3,7.7,10.6,7.1,75.5,85.6,70.7,85.1
1073005500,AL,Birmingham,35.7,8.8,6.0,14.2,10.6,77.1,78.4,58.1,84.2
1073005600,AL,Birmingham,31.0,13.4,9.1,9.6,8.2,71.4,81.0,71.0,85.1
1073005701,AL,Birmingham,34.9,9.3,6.4,13.1,8.4,79.7,83.9,66.3,85.7
1073005702,AL,Birmingham,37.0,8.6,7.1,13.1,9.8,80.3,83.9,64.1,85.5
1073005800,AL,Birmingham,17.8,15.1,3.7,10.9,3.9,69.1,74.3,65.8,84.7
1073005903,AL,Birmingham,32.2,11.1,7.3,11.6,8.0,75.9,83.2,66.9,85.5
1073005905,AL,Birmingham,32.8,10.5,6.6,12.6,8.5,75.0,80.5,62.1,85.1
1073005907,AL,Birmingham,30.1,11.9,6.8,11.1,6.6,76.9,85.0,72.0,86.0
1073005908,AL,Birmingham,31.8,10.5,6.4,12.4,8.3,75.0,80.0,64.1,85.4
1073005909,AL,Birmingham,27.7,11.7,5.4,12.1,5.4,77.3,84.4,69.4,86.9
1073005910,AL,Birmingham,26.8,12.1,5.0,12.0,5.1,76.7,83.8,68.2,86.8
1073010500,AL,Birmingham,40.3,7.9,7.1,13.6,11.1,80.7,84.6,58.7,85.0
1073010701,AL,Birmingham,14.8,16.1,2.7,11.2,2.4,66.2,73.8,59.7,87.4
1073010706,AL,Birmingham,14.7,18.4,3.8,10.3,3.2,65.0,70.5,69.1,79.1
1073010801,AL,Birmingham,25.2,14.7,7.4,8.9,4.5,73.7,87.3,79.6,88.0
1073010802,AL,Birmingham,32.7,12.3,11.2,8.4,6.8,75.8,89.2,81.6,85.1
1073010803,AL,Birmingham,22.7,16.5,5.7,9.9,4.2,70.4,82.1,71.6,85.8
1073011207,AL,Birmingham,24.6,12.6,4.6,12.7,4.8,74.6,79.8,67.0,85.7
1073011209,AL,Birmingham,27.2,10.5,4.5,13.9,6.0,75.2,77.6,62.8,84.3
1073011210,AL,Birmingham,23.8,10.9,3.4,14.9,4.3,74.5,74.9,59.5,84.4
1073011803,AL,Birmingham,28.1,11.7,5.1,12.9,5.7,74.3,80.0,63.9,86.0
1073011804,AL,Birmingham,26.1,11.7,4.4,13.2,5.5,74.8,78.4,64.9,85.4
1073011904,AL,Birmingham,34.2,9.8,6.8,12.1,7.7,80.9,87.1,72.5,87.0
1073012001,AL,Birmingham,43.3,9.3,11.1,11.1,11.1,79.5,86.8,70.9,83.9
1073012302,AL,Birmingham,25.6,17.1,5.7,10.6,5.0,65.7,78.0,66.3,80.9
1073012401,AL,Birmingham,27.9,11.6,5.2,11.9,5.0,79.0,86.3,73.0,87.7
1073012402,AL,Birmingham,30.6,12.3,6.8,11.4,7.2,74.5,82.1,64.6,85.3
1073012500,AL,Birmingham,36.5,9.6,6.9,12.9,9.9,78.4,83.4,65.8,85.6
1073012602,AL,Birmingham,34.6,11.3,7.6,11.3,9.8,74.8,82.5,64.2,84.1
1073012703,AL,Birmingham,14.4,20.8,3.4,9.4,2.2,64.6,77.3,71.0,86.0
1073012704,AL,Birmingham,26.1,17.7,6.5,9.3,5.2,68.0,82.2,74.0,82.1
1073013002,AL,Birmingham,39.3,8.0,7.8,12.9,11.4,81.4,84.8,63.8,85.4
1073013100,AL,Birmingham,36.4,8.4,7.1,13.0,9.9,80.4,84.0,64.1,85.9
1073013300,AL,Birmingham,37.6,8.4,6.9,13.5,10.5,80.1,83.2,61.9,84.7
1073013901,AL,Birmingham,33.4,10.8,6.8,12.5,7.8,79.2,84.6,68.6,84.9
1073012907,AL,Hoover,26.2,15.8,6.9,9.4,5.2,69.7,83.3,73.0,85.3
1073012908,AL,Hoover,22.7,15.9,5.8,9.3,5.0,68.4,79.4,69.4,84.8
1073012910,AL,Hoover,27.4,15.2,7.1,9.1,4.6,71.3,88.1,74.0,86.0
1073012913,AL,Hoover,20.3,14.4,4.5,11.3,4.5,69.0,74.7,66.1,84.5
1073014404,AL,Hoover,24.7,16.5,7.0,8.8,4.8,68.9,83.9,73.7,85.2
1073014405,AL,Hoover,24.2,15.9,6.3,9.8,5.1,68.8,80.5,73.8,84.7
1073014406,AL,Hoover,29.1,14.4,8.8,8.5,5.9,72.6,87.3,77.8,85.7
1073014408,AL,Hoover,18.4,16.3,5.1,9.5,3.7,68.4,79.2,70.5,85.2
1073014409,AL,Hoover,33.2,12.8,10.5,8.8,7.5,74.6,87.6,75.3,85.0
1073014410,AL,Hoover,23.5,15.8,6.0,9.3,4.2,69.6,84.0,74.7,85.4
1073014412,AL,Hoover,26.7,15.9,7.6,8.8,5.3,69.9,85.3,76.5,85.6
1117030212,AL,Hoover,12.5,19.6,2.1,9.2,1.8,65.6,73.8,54.8,87.0
1117030216,AL,Hoover,30.2,14.0,8.2,8.7,5.6,75.4,88.0,75.6,86.3
1117030304,AL,Hoover,30.3,14.5,7.9,8.9,5.6,75.2,88.1,73.9,86.4
1117030305,AL,Hoover,30.0,14.8,7.8,9.0,5.5,74.9,87.6,72.5,85.5
1117030314,AL,Hoover,23.0,17.1,5.7,9.8,4.2,71.7,81.1,71.7,85.5
1117030330,AL,Hoover,38.3,10.7,12.0,8.6,8.9,79.3,89.5,75.7,85.2
1089000301,AL,Huntsville,34.3,9.8,6.3,13.2,8.8,75.7,80.5,67.3,83.4
1089000302,AL,Huntsville,34.8,9.3,5.9,14.0,8.8,76.5,80.2,65.5,83.6
1089000403,AL,Huntsville,32.7,10.5,6.5,12.3,6.9,78.3,85.1,72.1,84.9
1089000501,AL,Huntsville,33.1,10.7,6.6,12.2,7.6,76.8,83.6,70.7,84.1
1089000502,AL,Huntsville,33.3,10.5,6.4,12.9,7.7,76.8,82.2,69.0,83.8
1089000503,AL,Huntsville,31.6,11.4,6.3,12.3,6.7,76.6,83.7,70.8,84.5
1089000601,AL,Huntsville,32.4,11.3,7.1,11.5,7.8,74.9,82.9,70.0,83.6
1089000602,AL,Huntsville,36.2,10.1,7.6,12.4,9.5,75.5,82.0,66.9,83.4
1089000701,AL,Huntsville,33.2,9.9,6.2,13.2,8.9,74.9,78.9,64.4,83.0
1089000702,AL,Huntsville,39.9,8.9,9.4,12.0,10.6,78.8,84.7,68.7,83.4
1089000901,AL,Huntsville,35.7,12.7,9.8,9.5,8.4,73.1,85.6,76.0,82.2
1089000902,AL,Huntsville,27.1,16.1,6.9,10.1,5.6,67.6,80.0,74.0,82.5
1089001000,AL,Huntsville,27.7,15.7,6.5,10.2,6.0,66.3,78.7,70.6,81.9
1089001200,AL,Huntsville,34.1,8.0,5.0,15.9,10.0,74.4,73.2,54.2,82.4
1089001301,AL,Huntsville,21.4,13.4,3.4,12.5,5.0,68.5,70.8,60.3,82.3
1089001302,AL,Huntsville,30.4,11.6,6.3,12.0,7.5,74.0,80.2,70.4,83.4
1089001401,AL,Huntsville,22.5,17.3,5.4,9.7,3.9,67.4,81.7,75.3,84.9
1089001500,AL,Huntsville,22.4,14.6,4.7,11.3,5.9,66.8,69.4,65.5,79.7
1089001700,AL,Huntsville,30.7,14.4,9.1,8.9,6.0,71.8,87.5,79.1,84.8
1089001801,AL,Huntsville,33.5,12.9,10.2,8.7,7.2,73.6,88.7,78.8,85.0
1089001901,AL,Huntsville,32.5,12.7,9.9,8.4,6.5,74.3,89.6,80.3,83.6
1089001902,AL,Huntsville,38.3,10.4,12.7,8.3,8.9,77.3,90.5,79.9,84.4
1089001903,AL,Huntsville,32.6,13.1,10.0,8.7,6.7,74.0,89.2,79.5,84.5
1089002000,AL,Huntsville,28.2,15.6,8.0,9.3,5.8,69.3,83.0,76.4,83.8
1089002100,AL,Huntsville,31.7,10.8,5.4,13.5,9.2,68.9,72.2,54.6,80.3
1089002200,AL,Huntsville,31.8,11.8,6.5,11.9,9.3,68.1,73.9,60.5,79.4
1089002300,AL,Huntsville,31.1,12.1,6.2,12.1,8.7,68.1,74.2,60.6,80.4
1089002400,AL,Huntsville,28.4,12.0,5.1,11.8,7.9,67.4,73.4,62.0,81.8
1089002501,AL,Huntsville,23.7,12.7,3.5,12.1,6.5,64.2,67.1,52.3,80.7
1089002502,AL,Huntsville,22.5,14.0,3.8,12.3,5.3,65.5,69.4,58.5,81.1
1089002600,AL,Huntsville,35.9,11.6,10.4,9.6,9.3,73.8,84.5,75.5,82.3
1089002701,AL,Huntsville,34.1,12.6,10.5,8.9,7.5,74.3,87.2,77.8,83.1
1089002721,AL,Huntsville,35.2,12.0,10.0,9.4,8.4,73.6,86.6,77.3,83.2
1089002722,AL,Huntsville,31.3,13.5,9.2,8.9,6.4,73.2,87.3,79.7,83.2
1089002801,AL,Huntsville,33.3,12.4,9.0,10.0,8.4,71.8,83.1,75.6,82.9
1089002911,AL,Huntsville,32.2,13.7,8.9,9.3,6.9,71.9,86.0,76.3,82.5
1089002912,AL,Huntsville,31.7,13.7,8.9,9.0,6.3,72.6,87.7,78.1,83.1
1089002922,AL,Huntsville,29.5,14.7,8.0,9.0,5.6,71.1,86.8,77.5,83.2
1089003000,AL,Huntsville,37.7,9.6,7.2,13.0,13.0,71.3,75.4,59.7,80.4
1089003100,AL,Huntsville,32.0,13.5,7.1,11.1,8.9,69.6,77.5,65.4,80.1
1089010502,AL,Huntsville,39.5,10.2,8.9,11.4,9.9,77.9,86.8,74.1,82.4
1089010612,AL,Huntsville,21.7,17.4,5.2,10.2,3.6,68.1,80.5,74.5,83.5
1089010623,AL,Huntsville,22.7,16.8,5.4,9.8,3.8,69.0,83.0,77.1,84.4
1097000200,AL,Mobile,35.0,12.8,7.4,10.8,10.4,74.8,81.8,61.6,84.9
1097000401,AL,Mobile,35.6,9.9,6.0,13.5,10.0,80.2,81.5,59.2,86.3
1097000402,AL,Mobile,47.5,5.9,9.1,14.8,16.1,84.3,83.7,61.7,86.2
1097000500,AL,Mobile,38.0,9.2,6.5,13.7,11.5,80.3,81.8,56.4,86.7
1097000600,AL,Mobile,36.7,8.7,6.3,14.6,10.9,80.3,79.6,55.6,85.8
1097000701,AL,Mobile,40.0,8.5,7.2,13.6,12.2,81.9,83.0,57.3,86.1
1097000702,AL,Mobile,39.9,8.5,7.4,13.5,12.2,81.9,83.4,60.8,86.8
1097000901,AL,Mobile,25.6,15.9,5.3,10.8,5.7,71.3,79.7,63.5,85.9
1097000902,AL,Mobile,27.1,16.7,6.9,9.8,6.0,71.1,81.8,70.0,86.3
1097000903,AL,Mobile,30.8,13.4,5.9,11.8,7.5,74.3,80.7,63.9,86.4
1097001001,AL,Mobile,26.5,15.1,5.0,11.3,6.6,71.2,77.0,62.4,85.5
1097001002,AL,Mobile,29.0,13.7,6.3,11.1,6.5,75.7,83.4,69.3,87.5
1097001100,AL,Mobile,39.4,8.6,7.8,13.6,11.2,82.1,84.1,63.4,86.7
1097001200,AL,Mobile,26.8,13.6,3.8,13.9,7.9,72.1,68.1,47.2,83.9
1097001302,AL,Mobile,33.3,10.7,5.6,13.9,8.6,79.5,80.1,60.4,86.1
1097001400,AL,Mobile,34.5,10.4,6.3,13.1,9.5,80.2,81.9,58.9,86.6
1097001501,AL,Mobile,34.6,9.0,5.5,15.3,9.7,79.0,76.9,54.8,86.0
1097001502,AL,Mobile,32.4,8.9,4.3,17.0,8.9,76.9,71.2,48.6,84.3
1097001800,AL,Mobile,33.6,12.0,6.5,12.3,9.3,74.6,79.5,60.4,84.7
1097001901,AL,Mobile,34.4,12.2,6.5,12.6,9.9,73.5,78.1,58.9,84.3
1097001902,AL,Mobile,32.6,12.3,6.6,12.0,8.5,75.1,80.5,61.5,85.0
1097002000,AL,Mobile,32.2,13.8,7.6,10.6,7.6,75.4,84.9,71.1,85.5
1097002100,AL,Mobile,30.6,11.8,5.5,13.2,7.6,76.4,78.9,58.4,85.8
1097002200,AL,Mobile,34.3,10.6,6.4,13.2,9.9,76.6,78.5,56.7,85.4
1097002301,AL,Mobile,31.7,11.0,4.8,14.3,7.9,77.0,77.7,56.0,86.1
1097002302,AL,Mobile,37.5,8.9,6.3,14.2,10.9,80.2,80.7,58.2,86.2
1097002400,AL,Mobile,32.3,11.1,5.4,13.3,8.6,76.5,78.3,57.8,85.6
1097002501,AL,Mobile,23.1,19.0,5.8,9.5,4.6,68.3,80.1,70.9,86.7
1097002502,AL,Mobile,27.9,16.4,7.4,9.6,6.2,72.0,83.1,71.7,86.2
1097002600,AL,Mobile,39.4,9.2,7.8,13.0,11.4,81.1,83.9,63.6,85.6
1097002700,AL,Mobile,33.5,10.0,6.3,13.5,9.8,77.9,78.0,56.7,86.0
1097002800,AL,Mobile,30.0,13.4,6.1,11.7,7.9,72.5,77.4,56.9,84.9
1097002900,AL,Mobile,28.2,14.4,6.3,10.7,6.8,73.4,80.4,63.5,85.6
1097003000,AL,Mobile,31.3,14.4,8.3,10.0,7.4,75.3,84.8,72.0,86.0
1097003100,AL,Mobile,34.2,13.8,9.5,9.7,8.3,75.6,85.9,72.7,84.7
1097003202,AL,Mobile,31.4,12.9,6.6,11.6,7.7,74.5,80.2,65.1,84.2
1097003203,AL,Mobile,27.8,14.0,5.8,11.7,7.4,71.6,76.1,58.6,84.5
1097003205,AL,Mobile,25.0,12.5,4.4,13.0,6.0,74.3,75.6,54.7,85.1
1097003301,AL,Mobile,28.1,15.4,7.4,10.0,7.0,72.1,79.8,69.1,85.0
1097003302,AL,Mobile,23.3,18.1,6.6,9.5,4.9,71.2,80.1,74.3,84.9
1097003402,AL,Mobile,29.8,12.5,5.6,12.6,7.1,76.5,80.6,62.2,86.8
1097003404,AL,Mobile,30.7,11.6,5.3,13.2,7.8,75.9,78.4,58.9,86.3
1097003405,AL,Mobile,33.2,12.6,8.3,10.6,7.8,78.4,86.2,70.2,86.7
1097003406,AL,Mobile,29.5,14.3,6.8,11.1,7.0,74.2,81.4,66.7,86.8
1097003408,AL,Mobile,31.9,13.0,6.8,11.6,7.9,76.6,82.4,68.4,86.3
1097003501,AL,Mobile,27.1,16.7,7.0,9.7,6.1,70.9,81.6,71.1,86.1
1097003502,AL,Mobile,30.3,15.1,9.4,8.5,6.4,75.1,88.3,76.9,87.4
1097003602,AL,Mobile,23.4,13.3,3.9,14.2,7.0,70.2,64.3,53.6,80.6
1097003606,AL,Mobile,25.3,15.9,6.2,9.9,6.2,70.2,77.1,69.7,84.1
1097003607,AL,Mobile,24.9,14.9,5.4,11.0,6.3,70.8,74.8,63.1,83.8
1097003608,AL,Mobile,28.5,14.7,6.9,10.9,6.4,76.1,83.1,72.2,86.2
1097003703,AL,Mobile,25.7,16.4,6.0,10.3,6.2,70.3,77.6,67.8,84.1
1097003704,AL,Mobile,27.3,16.8,7.3,9.7,5.9,71.6,82.4,72.5,85.4
1097003705,AL,Mobile,27.1,15.9,6.9,9.8,6.1,71.5,81.2,70.4,85.4
1097003706,AL,Mobile,27.6,16.4,7.1,9.8,5.8,72.9,83.2,73.0,85.5
1097003707,AL,Mobile,29.7,14.3,6.8,10.8,7.6,72.7,79.1,66.4,84.7
1097003708,AL,Mobile,28.4,16.5,7.0,9.9,5.8,72.4,83.9,71.8,85.6
1097003710,AL,Mobile,34.3,13.5,9.0,10.2,8.7,75.7,84.2,70.5,85.0
1097003800,AL,Mobile,36.0,10.1,6.8,13.1,9.5,81.1,83.5,61.5,86.1
1097003901,AL,Mobile,38.8,9.1,6.8,13.6,11.7,81.1,82.3,57.5,86.0
1097003902,AL,Mobile,38.8,8.9,6.6,13.9,12.9,80.1,80.1,52.8,86.3
1097006402,AL,Mobile,32.4,12.9,6.3,12.0,8.4,76.6,81.5,64.7,85.1
1097006403,AL,Mobile,28.5,15.8,6.6,11.0,7.0,70.3,77.8,62.5,84.0
1097006802,AL,Mobile,29.5,17.2,6.6,10.3,7.5,68.1,76.7,64.8,83.3
1097007000,AL,Mobile,32.4,15.9,8.0,10.2,7.6,72.0,82.9,70.5,83.6
1097007102,AL,Mobile,34.1,10.6,5.8,13.3,9.6,78.2,79.5,58.9,85.2
1097007400,AL,Mobile,31.0,13.5,6.6,11.6,7.5,75.6,82.0,66.9,85.3
1101000100,AL,Montgomery,24.3,13.6,4.0,12.5,6.1,73.0,75.9,49.9,83.6
1101000200,AL,Montgomery,31.6,12.2,5.9,12.0,10.1,75.9,76.8,56.2,84.3
1101000300,AL,Montgomery,33.7,10.2,5.7,14.0,10.0,76.3,76.0,54.0,84.2
1101000400,AL,Montgomery,32.9,11.4,6.5,12.8,10.0,73.1,74.6,54.0,82.8
1101000500,AL,Montgomery,23.6,15.9,4.9,10.4,5.7,68.9,75.2,62.1,84.5
1101000600,AL,Montgomery,41.5,7.5,7.5,14.2,13.9,81.1,81.6,54.3,84.8
1101000700,AL,Montgomery,35.4,9.9,6.5,13.2,10.7,78.1,79.8,57.7,85.5
1101000900,AL,Montgomery,12.4,24.1,2.4,8.9,2.3,66.0,72.6,62.3,83.4
1101001000,AL,Montgomery,32.9,9.8,5.0,14.7,10.3,75.6,72.5,50.3,84.3
1101001100,AL,Montgomery,39.2,7.9,6.6,14.5,13.2,80.3,79.1,53.5,84.9
1101001200,AL,Montgomery,38.0,8.0,6.1,14.7,12.8,79.5,77.4,50.8,84.2
1101001300,AL,Montgomery,30.7,12.2,6.2,11.9,7.4,76.2,81.9,64.9,86.1
1101001400,AL,Montgomery,23.1,17.8,5.8,9.6,4.9,70.5,79.6,71.1,85.9
1101001500,AL,Montgomery,19.3,14.2,3.8,12.9,4.9,74.1,69.5,59.3,83.0
1101001600,AL,Montgomery,30.3,12.2,5.6,12.4,8.5,72.0,74.5,54.3,83.7
1101001700,AL,Montgomery,31.2,14.3,7.5,10.5,8.2,71.4,79.0,68.0,84.4
1101001800,AL,Montgomery,32.2,13.6,7.9,10.7,8.4,73.1,80.4,64.4,83.6
1101001900,AL,Montgomery,33.8,13.9,9.1,10.0,8.3,73.9,83.5,68.5,83.8
1101002000,AL,Montgomery,30.9,13.1,8.5,9.7,7.2,75.9,85.8,70.7,87.0
1101002100,AL,Montgomery,29.8,11.8,5.7,12.5,7.1,77.0,80.5,61.7,86.2
1101002201,AL,Montgomery,34.8,9.8,6.2,13.8,9.3,79.9,80.6,59.2,85.0
1101002202,AL,Montgomery,34.9,9.5,5.9,14.2,9.2,79.7,79.9,52.6,84.5
1101002300,AL,Montgomery,37.2,9.3,7.0,13.7,10.2,81.3,82.4,65.6,85.5
1101002400,AL,Montgomery,34.9,10.2,7.0,12.2,8.9,81.7,85.2,64.1,86.8
1101002500,AL,Montgomery,28.2,11.8,5.0,13.1,7.3,73.4,75.2,56.1,83.9
1101002600,AL,Montgomery,32.2,14.2,8.9,9.7,7.7,74.4,83.4,71.4,84.4
1101002700,AL,Montgomery,31.1,14.2,8.9,9.2,6.9,76.0,86.9,74.5,85.5
1101002800,AL,Montgomery,29.8,12.1,6.9,11.5,7.3,77.5,82.1,68.5,86.5
1101003000,AL,Montgomery,30.7,10.7,5.2,13.7,8.5,76.0,75.8,55.1,84.1
1101003100,AL,Montgomery,30.1,11.0,4.8,13.6,6.9,77.9,79.8,57.6,86.5
1101003200,AL,Montgomery,29.8,11.4,5.7,12.7,6.7,79.0,82.3,63.9,86.7
1101003301,AL,Montgomery,31.3,13.7,8.2,10.0,7.4,75.0,84.5,70.7,85.9
1101005101,AL,Montgomery,22.8,14.9,4.4,11.5,4.2,75.8,82.0,67.7,87.3
1101005102,AL,Montgomery,34.0,10.0,6.4,13.2,9.0,79.3,81.1,60.0,85.7
1101005301,AL,Montgomery,12.6,22.4,2.4,9.9,1.7,64.4,72.3,60.0,85.9
1101005302,AL,Montgomery,28.5,13.8,5.5,11.6,7.2,70.6,75.8,59.5,84.1
1101005402,AL,Montgomery,26.6,13.7,5.7,11.4,5.9,75.1,80.0,65.4,85.9
1101005403,AL,Montgomery,22.1,14.4,4.5,11.8,4.9,73.7,76.6,64.8,85.5
1101005407,AL,Montgomery,22.9,15.7,6.2,9.9,4.8,73.7,81.4,72.0,85.1
1101005409,AL,Montgomery,24.6,15.1,5.3,10.9,5.2,73.7,80.3,67.7,85.5
1101005410,AL,Montgomery,22.1,15.0,4.4,11.3,4.8,72.1,76.5,64.8,85.6
1101005501,AL,Montgomery,25.6,15.0,5.2,10.7,5.7,69.8,78.3,65.1,83.8
1101005503,AL,Montgomery,20.0,19.1,5.2,9.6,3.6,68.3,78.9,71.6,86.0
1101005605,AL,Montgomery,24.4,14.5,5.7,10.5,4.7,76.4,84.0,71.8,87.5
1101005606,AL,Montgomery,22.4,13.6,4.1,12.3,4.5,75.5,77.8,62.3,86.1
1101005607,AL,Montgomery,20.8,16.6,5.5,8.5,3.5,71.1,85.4,74.4,86.9
1101005608,AL,Montgomery,25.8,15.9,7.1,8.9,5.2,74.1,85.9,75.4,87.5
1101005609,AL,Montgomery,17.4,17.0,4.0,9.7,2.9,72.1,81.2,71.2,86.7
1101005610,AL,Montgomery,23.4,13.9,4.5,11.9,4.6,75.0,79.2,67.8,86.0
1101005611,AL,Montgomery,23.1,15.5,5.9,8.5,4.5,71.7,84.2,71.5,85.4
1101005612,AL,Montgomery,20.5,18.3,5.3,9.2,3.4,69.3,82.4,74.0,86.8
1101005902,AL,Montgomery,35.9,9.0,5.8,14.6,9.7,79.8,80.4,56.8,85.5
1101006000,AL,Montgomery,30.2,13.2,6.2,11.6,8.1,73.1,78.0,60.4,83.6
1101006100,AL,Montgomery,36.6,9.3,7.0,12.9,9.8,81.5,84.1,62.0,85.9
1125010101,AL,Tuscaloosa,28.3,15.6,7.3,8.5,5.0,71.7,88.0,72.8,88.9
1125010102,AL,Tuscaloosa,23.7,19.0,4.6,10.0,4.0,65.9,79.5,68.4,85.0
1125010203,AL,Tuscaloosa,21.2,18.9,4.3,9.7,3.7,64.9,75.8,62.5,84.8
1125010405,AL,Tuscaloosa,28.1,15.6,6.7,9.3,5.3,70.4,84.4,67.0,87.2
1125010406,AL,Tuscaloosa,32.1,14.2,9.0,8.6,6.3,73.7,88.1,72.1,88.0
1125010407,AL,Tuscaloosa,27.6,15.5,7.3,9.5,6.5,70.2,79.1,67.9,86.0
1125010500,AL,Tuscaloosa,27.0,14.6,4.5,12.8,5.6,69.3,72.5,52.7,83.5
1125010601,AL,Tuscaloosa,34.2,14.6,6.9,10.9,8.8,68.9,79.1,61.3,83.5
1125010802,AL,Tuscaloosa,30.9,14.8,6.9,10.2,6.2,72.3,84.1,67.4,86.9
1125010803,AL,Tuscaloosa,27.8,14.3,5.2,11.5,6.6,68.7,74.0,56.1,84.3
1125010804,AL,Tuscaloosa,33.4,14.0,7.3,10.4,8.1,71.0,80.5,61.8,82.9
1125011200,AL,Tuscaloosa,8.4,22.8,1.7,11.3,1.5,62.3,59.9,65.2,76.6
1125011401,AL,Tuscaloosa,10.6,17.4,1.6,12.5,1.9,60.7,56.5,54.5,78.2
1125011402,AL,Tuscaloosa,12.4,18.3,2.1,10.9,2.9,60.0,57.6,54.4,79.8
1125011600,AL,Tuscaloosa,30.2,13.4,5.3,11.8,7.8,73.2,77.0,58.1,86.0
1125011701,AL,Tuscaloosa,27.6,11.2,4.9,14.0,6.6,78.1,76.3,59.5,86.4
1125011703,AL,Tuscaloosa,38.4,8.7,6.2,14.0,10.0,79.9,81.6,58.3,87.4
